"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jun 20 00:20:17 GMT 2021","Sun Jun 20 00:20:17 GMT 2021","0","","006: Sitewide Settings Tab","","006_sitewide_settings_tab_spec","","Displays key text field in form","Location - spec/admin_form/006_sitewide_settings_tab_spec.rb:40"
"broken","Sun Jun 20 00:20:17 GMT 2021","Sun Jun 20 00:22:26 GMT 2021","128619","","007: Logging Tab","","007_logging_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/007_logging_tab_spec.rb:41"
"broken","Sun Jun 20 00:13:16 GMT 2021","Sun Jun 20 00:15:24 GMT 2021","128543","","003: Collections Tab","","003_collections_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/003_collections_tab_spec.rb:41"
"broken","Sun Jun 20 00:20:17 GMT 2021","Sun Jun 20 00:20:17 GMT 2021","0","","006: Sitewide Settings Tab","","006_sitewide_settings_tab_spec","","Displays submit button in form","Location - spec/admin_form/006_sitewide_settings_tab_spec.rb:48"
"broken","Sun Jun 20 00:26:43 GMT 2021","Sun Jun 20 00:28:51 GMT 2021","128307","","010: CDN Tab","","010_cdn_tab_spec","","Returns success message after resubmitting https://cdn/","Location - spec/admin_form/010_cdn_tab_spec.rb:41"
"broken","Sun Jun 20 00:11:07 GMT 2021","Sun Jun 20 00:13:16 GMT 2021","128310","","002: Admins Tab","","002_admins_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/002_admins_tab_spec.rb:40"
"broken","Sun Jun 20 00:15:24 GMT 2021","Sun Jun 20 00:17:32 GMT 2021","128415","","004: Patron Authentication Tab","","004_patron_auth_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/004_patron_auth_tab_spec.rb:41"
"broken","Sun Jun 20 00:22:26 GMT 2021","Sun Jun 20 00:24:34 GMT 2021","128383","","008: Metadata Tab","","008_metadata_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/008_metadata_tab_spec.rb:42"
"skipped","Sun Jun 20 00:19:41 GMT 2021","Sun Jun 20 00:19:41 GMT 2021","0","","005: Admin Authentication Tab","","005_admin_auth_tab_spec","","Returns success message with valid form fill (MANUAL)","Location - spec/admin_form/005_admin_auth_tab_spec.rb:48"
"broken","Sun Jun 20 00:20:17 GMT 2021","Sun Jun 20 00:20:17 GMT 2021","0","","006: Sitewide Settings Tab","","006_sitewide_settings_tab_spec","","Returns success message with valid form fill (MANUAL)","Location - spec/admin_form/006_sitewide_settings_tab_spec.rb:52"
"broken","Sun Jun 20 00:28:51 GMT 2021","Sun Jun 20 00:30:59 GMT 2021","128273","","011: Storage Tab","","011_storage_serv_config_tab_spec","","Returns success after resubmitting MinIO storage edit","Location - spec/admin_form/011_storage_serv_config_tab_spec.rb:39"
"broken","Sun Jun 20 00:24:34 GMT 2021","Sun Jun 20 00:26:43 GMT 2021","128468","","009: Analytics Tab","","009_analytics_tab_spec","","Returns success message after resubmitting Local Analytics","Location - spec/admin_form/009_analytics_tab_spec.rb:38"
"broken","Sun Jun 20 00:17:32 GMT 2021","Sun Jun 20 00:19:41 GMT 2021","128657","","005: Admin Authentication Tab","","005_admin_auth_tab_spec","","Exists after clicking tab","Location - spec/admin_form/005_admin_auth_tab_spec.rb:38"
"broken","Sun Jun 20 00:20:17 GMT 2021","Sun Jun 20 00:20:17 GMT 2021","0","","006: Sitewide Settings Tab","","006_sitewide_settings_tab_spec","","Displays value text field in form","Location - spec/admin_form/006_sitewide_settings_tab_spec.rb:44"
"broken","Sun Jun 20 00:30:59 GMT 2021","Sun Jun 20 00:33:08 GMT 2021","128289","","012: External Catalogs Tab","","012_external_catalog_tab_spec","","Returns success message after resubmitting MARC Export catalog","Location - spec/admin_form/012_external_catalog_tab_spec.rb:38"
"broken","Sun Jun 20 00:08:48 GMT 2021","Sun Jun 20 00:11:07 GMT 2021","139004","","001: Libraries Tab","","001_libraries_tab_spec","","Returns success message with valid form fill","Location - spec/admin_form/001_libraries_tab_spec.rb:40"
